Age,AgeGroup,Gender,MaritalStatus,Education,Education_Label,EducationField,Department,JobRole,JobLevel,BusinessTravel,OverTime,DistanceFromHome,MonthlyIncome,IncomeGroup,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,TenureGroup,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,NumCompaniesWorked,JobSatisfaction,JobSatisfaction_Label,EnvironmentSatisfaction,EnvironmentSatisfaction_Label,WorkLifeBalance,WorkLifeBalance_Label,JobInvolvement,RelationshipSatisfaction,PerformanceRating,PerformanceRating_Label,Attrition,AttritionBinary,AttritionRiskScore,RiskTier,OverTimeFlag
49,46–60,Male,Single,3,Bachelor,Medical,Research & Development,Research Scientist,1,Travel_Rarely,No,7,3648,Medium,12,0,4,2,2–3 yr,0,0,14,4,4,Very High,4,Very High,2,Good,3,4,3,Excellent,Yes,1,0.551,High Risk,0
32,26–35,Male,Married,4,Master,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,No,4,2403,Low,22,1,2,11,8–15 yr,4,2,18,8,4,Very High,2,Medium,2,Good,4,1,3,Excellent,No,0,0.134,Low Risk,0
34,26–35,Male,Single,2,College,Medical,Sales,Sales Executive,2,Travel_Rarely,Yes,4,3872,Medium,22,0,3,11,8–15 yr,7,2,12,6,1,Low,3,High,2,Good,3,3,3,Excellent,Yes,1,0.663,High Risk,1
31,26–35,Female,Married,2,College,Human Resources,Sales,Sales Executive,2,Travel_Rarely,No,1,4232,Medium,25,1,2,0,0–1 yr,0,0,11,6,2,Medium,4,Very High,2,Good,3,1,3,Excellent,Yes,1,0.655,High Risk,0
27,26–35,Male,Single,4,Master,Other,Sales,Sales Representative,1,Travel_Rarely,Yes,1,3286,Medium,25,0,1,5,4–7 yr,4,0,5,2,4,Very High,4,Very High,1,Bad,3,4,3,Excellent,Yes,1,0.545,High Risk,1
30,26–35,Male,Married,3,Bachelor,Medical,Human Resources,Manager,2,Travel_Rarely,No,3,3728,Medium,19,3,2,2,2–3 yr,1,0,8,0,2,Medium,4,Very High,3,Better,2,4,3,Excellent,No,0,0.544,High Risk,0
26,26–35,Female,Single,4,Master,Medical,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes,9,3406,Medium,23,0,3,3,2–3 yr,1,0,16,4,2,Medium,2,Medium,3,Better,3,4,4,Outstanding,Yes,1,0.673,High Risk,1
36,36–45,Male,Married,1,Below College,Other,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,1,15459,Very High,12,0,1,10,8–15 yr,4,0,20,7,3,High,3,High,3,Better,3,3,3,Excellent,No,0,0.221,Low Risk,1
29,26–35,Male,Single,4,Master,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,No,3,12503,Very High,22,3,3,2,2–3 yr,0,0,10,4,4,Very High,3,High,3,Better,4,3,3,Excellent,No,0,0.144,Low Risk,0
37,36–45,Female,Married,3,Bachelor,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Frequently,No,9,2748,Low,17,0,3,17,15+ yr,8,0,22,9,3,High,4,Very High,3,Better,2,1,3,Excellent,No,0,0.167,Low Risk,0
23,18–25,Female,Single,1,Below College,Medical,Sales,Manager,2,Travel_Rarely,No,12,10840,Very High,25,1,3,1,0–1 yr,0,0,8,2,4,Very High,1,Low,3,Better,4,2,3,Excellent,No,0,0.258,Medium Risk,0
38,36–45,Female,Single,3,Bachelor,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,1,4024,Medium,11,0,2,6,4–7 yr,3,0,13,8,3,High,4,Very High,2,Good,3,3,3,Excellent,No,0,0.127,Low Risk,0
42,36–45,Male,Single,2,College,Medical,Research & Development,Laboratory Technician,3,Non-Travel,No,10,6290,High,15,0,0,6,4–7 yr,4,0,14,1,2,Medium,4,Very High,3,Better,3,4,4,Outstanding,No,0,0.183,Low Risk,0
20,18–25,Female,Single,3,Bachelor,Medical,Research & Development,Research Scientist,5,Travel_Rarely,No,24,7617,High,17,1,2,1,0–1 yr,0,0,7,2,3,High,4,Very High,3,Better,4,2,3,Excellent,No,0,0.23,Low Risk,0
38,36–45,Female,Married,1,Below College,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,No,18,3533,Medium,13,3,2,2,2–3 yr,0,0,10,3,4,Very High,3,High,3,Better,3,2,3,Excellent,No,0,0.271,Medium Risk,0
45,36–45,Male,Divorced,2,College,Life Sciences,Sales,Sales Representative,2,Non-Travel,No,12,8037,High,14,0,3,10,8–15 yr,3,1,24,9,3,High,4,Very High,3,Better,2,2,3,Excellent,No,0,0.052,Low Risk,0
26,26–35,Female,Married,3,Bachelor,Life Sciences,Sales,Sales Executive,4,Travel_Rarely,No,9,7327,High,15,1,5,8,8–15 yr,4,1,16,0,3,High,4,Very High,3,Better,2,3,3,Excellent,No,0,0.061,Low Risk,0
49,46–60,Female,Divorced,1,Below College,Medical,Sales,Sales Representative,2,Travel_Frequently,No,2,3872,Medium,13,1,2,2,2–3 yr,1,0,13,3,2,Medium,4,Very High,3,Better,3,2,3,Excellent,No,0,0.437,Medium Risk,0
39,36–45,Male,Single,4,Master,Technical Degree,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,8,2559,Low,25,0,3,4,4–7 yr,1,0,14,3,2,Medium,1,Low,3,Better,3,2,4,Outstanding,No,0,0.517,High Risk,1
30,26–35,Male,Single,1,Below College,Medical,Research & Development,Research Scientist,1,Travel_Rarely,No,8,2514,Low,16,1,1,0,0–1 yr,0,0,0,8,4,Very High,2,Medium,3,Better,4,1,3,Excellent,No,0,0.3,Medium Risk,0
35,26–35,Female,Married,3,Bachelor,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,4,2595,Low,25,0,2,1,0–1 yr,0,0,6,7,3,High,4,Very High,2,Good,2,4,3,Excellent,Yes,1,0.803,High Risk,1
40,36–45,Female,Divorced,2,College,Human Resources,Sales,Sales Executive,2,Travel_Rarely,No,5,4944,Medium,13,0,3,3,2–3 yr,1,0,14,1,1,Low,3,High,3,Better,4,2,3,Excellent,No,0,0.255,Medium Risk,0
36,36–45,Male,Married,3,Bachelor,Human Resources,Research & Development,Healthcare Representative,3,Travel_Rarely,No,9,3241,Medium,18,0,3,0,0–1 yr,0,0,7,6,2,Medium,4,Very High,3,Better,4,4,3,Excellent,No,0,0.506,High Risk,0
40,36–45,Female,Married,4,Master,Life Sciences,Research & Development,Research Scientist,3,Travel_Rarely,No,24,5163,Medium,17,2,4,11,8–15 yr,5,2,20,5,3,High,4,Very High,3,Better,3,3,3,Excellent,No,0,0.038,Low Risk,0
28,26–35,Male,Single,2,College,Life Sciences,Sales,Manager,1,Travel_Rarely,Yes,2,7800,High,11,0,4,7,4–7 yr,4,1,15,6,4,Very High,4,Very High,4,Best,4,4,3,Excellent,No,0,0.215,Low Risk,1
37,36–45,Male,Single,5,Doctor,Marketing,Sales,Sales Executive,3,Travel_Rarely,No,2,10742,Very High,12,1,0,17,15+ yr,12,2,31,3,3,High,3,High,2,Good,3,1,4,Outstanding,No,0,0.069,Low Risk,0
24,18–25,Male,Married,2,College,Technical Degree,Sales,Manager,3,Travel_Rarely,Yes,7,5803,Medium,14,0,3,7,4–7 yr,6,2,10,4,1,Low,4,Very High,3,Better,3,3,3,Excellent,No,0,0.347,Medium Risk,1
35,26–35,Female,Married,4,Master,Other,Human Resources,Manager,2,Travel_Rarely,No,1,4705,Medium,15,0,4,16,15+ yr,8,4,28,5,3,High,1,Low,3,Better,3,2,3,Excellent,No,0,0.055,Low Risk,0
28,26–35,Female,Single,3,Bachelor,Human Resources,Sales,Sales Representative,1,Non-Travel,No,6,10064,Very High,24,1,3,4,4–7 yr,2,0,5,8,4,Very High,3,High,3,Better,3,1,3,Excellent,No,0,0.067,Low Risk,0
30,26–35,Male,Divorced,4,Master,Medical,Research & Development,Research Scientist,1,Travel_Rarely,No,1,5100,Medium,24,1,6,5,4–7 yr,1,0,15,1,3,High,2,Medium,3,Better,2,4,3,Excellent,No,0,0.062,Low Risk,0
45,36–45,Male,Divorced,3,Bachelor,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,No,5,4171,Medium,21,0,0,22,15+ yr,9,0,30,8,2,Medium,4,Very High,3,Better,2,4,3,Excellent,No,0,0.194,Low Risk,0
44,36–45,Male,Divorced,3,Bachelor,Life Sciences,Research & Development,Research Scientist,2,Non-Travel,Yes,7,2409,Low,24,0,4,6,4–7 yr,4,2,14,9,4,Very High,4,Very High,3,Better,3,2,4,Outstanding,No,0,0.383,Medium Risk,1
40,36–45,Female,Divorced,2,College,Life Sciences,Human Resources,Manager,2,Non-Travel,No,1,5984,Medium,20,3,2,0,0–1 yr,0,0,11,0,4,Very High,2,Medium,3,Better,2,3,3,Excellent,No,0,0.248,Low Risk,0
27,26–35,Female,Single,2,College,Medical,Human Resources,Human Resources,1,Travel_Rarely,No,1,5952,Medium,21,0,3,7,4–7 yr,3,0,14,3,2,Medium,2,Medium,3,Better,4,3,4,Outstanding,No,0,0.174,Low Risk,0
33,26–35,Female,Divorced,4,Master,Medical,Sales,Sales Representative,4,Travel_Rarely,Yes,3,5016,Medium,14,1,3,14,8–15 yr,5,3,16,4,2,Medium,4,Very High,2,Good,3,4,3,Excellent,No,0,0.228,Low Risk,1
45,36–45,Female,Married,3,Bachelor,Medical,Research & Development,Healthcare Representative,1,Travel_Frequently,Yes,3,4548,Medium,25,1,2,9,8–15 yr,4,1,13,8,3,High,4,Very High,3,Better,3,4,4,Outstanding,No,0,0.252,Medium Risk,1
37,36–45,Female,Divorced,3,Bachelor,Marketing,Sales,Sales Executive,1,Travel_Rarely,No,9,3277,Medium,14,1,6,5,4–7 yr,2,1,6,5,4,Very High,4,Very High,2,Good,2,1,3,Excellent,No,0,0.195,Low Risk,0
54,46–60,Male,Single,4,Master,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,No,6,4482,Medium,24,3,1,6,4–7 yr,2,0,19,3,4,Very High,4,Very High,3,Better,3,2,3,Excellent,No,0,0.064,Low Risk,0
39,36–45,Male,Married,3,Bachelor,Medical,Sales,Sales Representative,2,Non-Travel,Yes,3,1416,Low,19,1,1,27,15+ yr,11,4,29,1,3,High,4,Very High,3,Better,3,3,3,Excellent,No,0,0.373,Medium Risk,1
37,36–45,Male,Single,5,Doctor,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,Yes,4,3518,Medium,14,0,5,0,0–1 yr,0,0,0,4,4,Very High,3,High,2,Good,2,3,4,Outstanding,Yes,1,0.814,High Risk,1
33,26–35,Female,Single,4,Master,Medical,Research & Development,Research Scientist,2,Travel_Rarely,No,1,7979,High,14,0,1,6,4–7 yr,1,0,9,7,1,Low,3,High,3,Better,4,3,3,Excellent,No,0,0.259,Medium Risk,0
37,36–45,Female,Divorced,3,Bachelor,Marketing,Sales,Sales Executive,1,Non-Travel,Yes,11,2867,Low,14,0,2,1,0–1 yr,0,0,5,7,4,Very High,3,High,2,Good,3,4,3,Excellent,No,0,0.681,High Risk,1
34,26–35,Male,Divorced,4,Master,Marketing,Sales,Sales Representative,3,Travel_Rarely,No,1,6054,High,12,0,4,6,4–7 yr,4,2,17,5,4,Very High,4,Very High,3,Better,3,4,3,Excellent,No,0,0.028,Low Risk,0
41,36–45,Female,Married,1,Below College,Other,Human Resources,Human Resources,3,Travel_Rarely,No,14,4040,Medium,23,3,4,5,4–7 yr,2,0,6,0,4,Very High,3,High,3,Better,2,3,3,Excellent,No,0,0.145,Low Risk,0
43,36–45,Male,Married,2,College,Life Sciences,Sales,Sales Executive,2,Travel_Frequently,Yes,6,5885,Medium,18,0,5,0,0–1 yr,0,0,14,7,2,Medium,4,Very High,3,Better,4,4,3,Excellent,No,0,0.407,Medium Risk,1
29,26–35,Male,Married,3,Bachelor,Medical,Sales,Sales Executive,3,Travel_Rarely,No,6,5292,Medium,23,1,4,1,0–1 yr,0,0,15,3,1,Low,1,Low,2,Good,3,1,3,Excellent,No,0,0.355,Medium Risk,0
25,18–25,Female,Married,2,College,Life Sciences,Research & Development,Laboratory Technician,3,Travel_Frequently,No,9,3686,Medium,24,1,4,5,4–7 yr,3,2,7,1,4,Very High,4,Very High,3,Better,3,3,3,Excellent,No,0,0.133,Low Risk,0
21,18–25,Female,Married,4,Master,Medical,Human Resources,Human Resources,1,Non-Travel,No,15,7654,High,14,2,5,0,0–1 yr,0,0,11,0,1,Low,4,Very High,3,Better,3,4,3,Excellent,No,0,0.402,Medium Risk,0
40,36–45,Female,Married,4,Master,Technical Degree,Sales,Sales Representative,5,Non-Travel,No,22,12512,Very High,15,1,3,1,0–1 yr,0,0,6,6,2,Medium,3,High,2,Good,3,3,3,Excellent,No,0,0.268,Medium Risk,0
27,26–35,Male,Married,3,Bachelor,Marketing,Research & Development,Research Scientist,3,Travel_Frequently,No,6,4358,Medium,18,1,2,10,8–15 yr,8,3,15,1,2,Medium,3,High,3,Better,2,3,4,Outstanding,No,0,0.212,Low Risk,0
18,18–25,Male,Divorced,3,Bachelor,Human Resources,Research & Development,Healthcare Representative,1,Non-Travel,No,1,5042,Medium,24,0,4,2,2–3 yr,1,0,16,3,1,Low,2,Medium,2,Good,3,2,3,Excellent,No,0,0.417,Medium Risk,0
39,36–45,Female,Married,5,Doctor,Life Sciences,Sales,Manager,1,Travel_Rarely,Yes,16,5143,Medium,14,1,1,4,4–7 yr,1,0,10,3,4,Very High,4,Very High,3,Better,3,4,3,Excellent,Yes,1,0.604,High Risk,1
55,46–60,Male,Married,3,Bachelor,Technical Degree,Research & Development,Manufacturing Director,1,Travel_Rarely,No,1,5420,Medium,15,0,1,16,15+ yr,5,1,27,9,3,High,4,Very High,3,Better,3,3,4,Outstanding,No,0,0.075,Low Risk,0
35,26–35,Male,Divorced,3,Bachelor,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,No,13,1684,Low,15,3,4,1,0–1 yr,0,0,9,0,2,Medium,4,Very High,2,Good,3,4,3,Excellent,No,0,0.504,High Risk,0
42,36–45,Female,Divorced,3,Bachelor,Human Resources,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,9,9754,High,16,0,5,2,2–3 yr,0,0,5,1,3,High,2,Medium,2,Good,4,2,3,Excellent,No,0,0.535,High Risk,1
36,36–45,Male,Divorced,4,Master,Life Sciences,Research & Development,Manufacturing Director,2,Non-Travel,No,18,3696,Medium,17,0,2,5,4–7 yr,3,2,9,0,4,Very High,2,Medium,3,Better,3,1,3,Excellent,No,0,0.134,Low Risk,0
35,26–35,Female,Married,3,Bachelor,Life Sciences,Research & Development,Laboratory Technician,3,Travel_Rarely,No,18,4930,Medium,13,1,1,8,8–15 yr,2,1,18,5,4,Very High,3,High,1,Bad,2,2,3,Excellent,No,0,0.081,Low Risk,0
43,36–45,Female,Married,4,Master,Medical,Sales,Sales Representative,3,Travel_Rarely,No,1,20000,Very High,24,2,3,13,8–15 yr,6,3,14,2,3,High,2,Medium,2,Good,4,2,3,Excellent,No,0,0.031,Low Risk,0
33,26–35,Male,Single,4,Master,Other,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,7,5715,Medium,20,1,2,14,8–15 yr,10,2,19,0,3,High,3,High,3,Better,4,4,3,Excellent,No,0,0.236,Low Risk,1
38,36–45,Male,Single,3,Bachelor,Life Sciences,Sales,Sales Representative,3,Travel_Rarely,No,1,4861,Medium,21,0,2,8,8–15 yr,3,1,11,7,2,Medium,2,Medium,3,Better,4,4,3,Excellent,Yes,1,0.256,Medium Risk,0
38,36–45,Female,Married,3,Bachelor,Life Sciences,Sales,Manager,1,Travel_Rarely,No,1,1304,Low,13,0,3,1,0–1 yr,0,0,5,3,3,High,3,High,3,Better,3,3,3,Excellent,Yes,1,0.539,High Risk,0
30,26–35,Female,Single,4,Master,Technical Degree,Sales,Sales Executive,2,Travel_Rarely,No,4,9846,High,23,0,2,0,0–1 yr,0,0,6,9,4,Very High,4,Very High,3,Better,2,1,3,Excellent,No,0,0.229,Low Risk,0
43,36–45,Female,Married,3,Bachelor,Life Sciences,Research & Development,Research Director,3,Non-Travel,No,1,3009,Medium,19,1,2,2,2–3 yr,0,0,7,6,3,High,4,Very High,3,Better,4,2,3,Excellent,No,0,0.234,Low Risk,0
34,26–35,Female,Divorced,4,Master,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Rarely,No,10,2380,Low,11,1,4,0,0–1 yr,0,0,7,9,2,Medium,3,High,3,Better,2,4,3,Excellent,No,0,0.485,Medium Risk,0
29,26–35,Female,Divorced,4,Master,Medical,Sales,Sales Executive,1,Travel_Frequently,No,27,3331,Medium,25,0,3,7,4–7 yr,5,3,12,1,3,High,4,Very High,3,Better,2,1,4,Outstanding,No,0,0.184,Low Risk,0
40,36–45,Female,Single,3,Bachelor,Life Sciences,Research & Development,Research Scientist,4,Travel_Rarely,Yes,6,13969,Very High,20,1,0,6,4–7 yr,3,2,15,5,4,Very High,2,Medium,4,Best,2,4,4,Outstanding,No,0,0.177,Low Risk,1
28,26–35,Male,Single,4,Master,Human Resources,Sales,Sales Representative,3,Non-Travel,No,2,8680,High,22,0,3,0,0–1 yr,0,0,13,5,4,Very High,3,High,3,Better,3,1,3,Excellent,No,0,0.225,Low Risk,0
36,36–45,Male,Divorced,4,Master,Marketing,Research & Development,Laboratory Technician,2,Travel_Frequently,Yes,14,4541,Medium,23,3,1,10,8–15 yr,6,1,17,6,4,Very High,4,Very High,3,Better,2,4,4,Outstanding,No,0,0.224,Low Risk,1
35,26–35,Male,Married,4,Master,Medical,Sales,Manager,3,Travel_Rarely,No,15,6879,High,18,0,5,1,0–1 yr,0,0,13,0,2,Medium,1,Low,1,Bad,3,4,3,Excellent,No,0,0.346,Medium Risk,0
44,36–45,Male,Divorced,3,Bachelor,Other,Research & Development,Laboratory Technician,3,Travel_Rarely,No,10,4368,Medium,20,1,2,3,2–3 yr,2,0,16,0,2,Medium,2,Medium,2,Good,2,3,3,Excellent,No,0,0.456,Medium Risk,0
39,36–45,Male,Divorced,1,Below College,Medical,Research & Development,Laboratory Technician,2,Non-Travel,Yes,7,5270,Medium,13,1,5,6,4–7 yr,2,0,19,1,4,Very High,2,Medium,2,Good,2,4,3,Excellent,Yes,1,0.612,High Risk,1
35,26–35,Male,Married,3,Bachelor,Life Sciences,Human Resources,Manager,1,Travel_Rarely,No,16,4078,Medium,15,0,4,3,2–3 yr,2,1,6,1,2,Medium,3,High,3,Better,3,4,3,Excellent,No,0,0.401,Medium Risk,0
42,36–45,Female,Married,3,Bachelor,Life Sciences,Sales,Sales Executive,4,Travel_Frequently,No,1,11167,Very High,13,0,3,3,2–3 yr,1,0,14,4,3,High,4,Very High,3,Better,3,4,3,Excellent,No,0,0.074,Low Risk,0
47,46–60,Male,Married,3,Bachelor,Medical,Sales,Manager,2,Travel_Rarely,Yes,21,7971,High,20,0,2,0,0–1 yr,0,0,6,0,3,High,1,Low,1,Bad,4,3,3,Excellent,No,0,0.526,High Risk,1
40,36–45,Male,Married,4,Master,Life Sciences,Sales,Sales Executive,1,Travel_Rarely,Yes,23,5032,Medium,11,0,4,3,2–3 yr,2,1,5,1,3,High,1,Low,3,Better,4,2,3,Excellent,No,0,0.531,High Risk,1
36,36–45,Male,Married,3,Bachelor,Other,Human Resources,Human Resources,2,Non-Travel,Yes,16,4100,Medium,20,0,1,8,8–15 yr,4,0,8,5,3,High,4,Very High,3,Better,2,4,3,Excellent,No,0,0.297,Medium Risk,1
25,18–25,Male,Married,3,Bachelor,Marketing,Research & Development,Research Scientist,3,Travel_Rarely,Yes,2,8545,High,24,0,2,14,8–15 yr,11,8,26,2,4,Very High,3,High,4,Best,4,4,3,Excellent,No,0,0.216,Low Risk,1
27,26–35,Male,Divorced,2,College,Life Sciences,Sales,Sales Executive,1,Travel_Rarely,No,15,3754,Medium,15,0,2,3,2–3 yr,2,0,11,3,1,Low,3,High,3,Better,3,4,3,Excellent,Yes,1,0.585,High Risk,0
33,26–35,Male,Single,4,Master,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,No,5,2861,Low,18,0,3,3,2–3 yr,2,0,11,0,4,Very High,4,Very High,3,Better,3,3,3,Excellent,No,0,0.116,Low Risk,0
31,26–35,Male,Divorced,3,Bachelor,Marketing,Research & Development,Healthcare Representative,1,Non-Travel,Yes,7,3213,Medium,15,0,2,7,4–7 yr,2,0,12,4,4,Very High,3,High,3,Better,3,2,3,Excellent,No,0,0.335,Medium Risk,1
34,26–35,Female,Married,2,College,Other,Research & Development,Research Scientist,5,Non-Travel,No,14,8201,High,25,0,6,17,15+ yr,13,7,31,3,4,Very High,4,Very High,3,Better,4,4,3,Excellent,No,0,0.054,Low Risk,0
36,36–45,Female,Divorced,3,Bachelor,Human Resources,Research & Development,Research Director,1,Travel_Rarely,No,1,6197,High,14,0,2,1,0–1 yr,0,0,2,7,3,High,4,Very High,3,Better,2,2,3,Excellent,No,0,0.281,Medium Risk,0
40,36–45,Female,Single,4,Master,Medical,Sales,Sales Representative,2,Travel_Rarely,No,3,4483,Medium,19,1,4,3,2–3 yr,1,0,10,2,3,High,2,Medium,3,Better,2,4,3,Excellent,No,0,0.138,Low Risk,0
35,26–35,Female,Single,3,Bachelor,Marketing,Sales,Sales Executive,4,Travel_Rarely,Yes,13,3757,Medium,23,1,1,9,8–15 yr,5,2,18,9,4,Very High,3,High,3,Better,3,2,3,Excellent,No,0,0.32,Medium Risk,1
39,36–45,Male,Married,2,College,Medical,Research & Development,Healthcare Representative,1,Travel_Rarely,No,13,4044,Medium,11,3,2,5,4–7 yr,2,1,10,0,3,High,3,High,3,Better,2,3,3,Excellent,No,0,0.162,Low Risk,0
36,36–45,Female,Single,5,Doctor,Medical,Human Resources,Human Resources,5,Travel_Rarely,No,15,8321,High,15,0,2,0,0–1 yr,0,0,6,9,3,High,4,Very High,2,Good,3,3,4,Outstanding,No,0,0.193,Low Risk,0
20,18–25,Female,Single,4,Master,Life Sciences,Research & Development,Manufacturing Director,4,Travel_Rarely,No,1,7550,High,11,0,6,5,4–7 yr,3,1,17,4,3,High,2,Medium,3,Better,3,4,3,Excellent,No,0,0.054,Low Risk,0
28,26–35,Male,Divorced,5,Doctor,Life Sciences,Sales,Sales Executive,4,Travel_Rarely,No,9,10897,Very High,25,0,0,1,0–1 yr,0,0,1,0,1,Low,4,Very High,2,Good,3,4,3,Excellent,No,0,0.344,Medium Risk,0
34,26–35,Female,Married,3,Bachelor,Medical,Sales,Sales Executive,1,Travel_Rarely,Yes,1,6544,High,16,1,3,4,4–7 yr,3,0,6,4,3,High,4,Very High,2,Good,3,4,3,Excellent,No,0,0.269,Medium Risk,1
26,26–35,Male,Divorced,3,Bachelor,Life Sciences,Research & Development,Research Director,3,Non-Travel,No,12,4381,Medium,25,1,2,4,4–7 yr,1,0,18,8,4,Very High,4,Very High,2,Good,3,3,3,Excellent,No,0,0.084,Low Risk,0
40,36–45,Female,Married,4,Master,Life Sciences,Research & Development,Research Director,3,Travel_Rarely,No,2,4333,Medium,20,0,4,12,8–15 yr,9,3,12,4,4,Very High,4,Very High,3,Better,3,1,3,Excellent,No,0,0.047,Low Risk,0
48,46–60,Female,Single,3,Bachelor,Marketing,Research & Development,Research Scientist,5,Travel_Rarely,No,10,4673,Medium,19,2,2,3,2–3 yr,1,0,12,1,1,Low,4,Very High,2,Good,3,4,3,Excellent,Yes,1,0.602,High Risk,0
45,36–45,Male,Married,4,Master,Life Sciences,Research & Development,Research Scientist,1,Non-Travel,No,4,5576,Medium,21,1,2,1,0–1 yr,0,0,1,1,4,Very High,4,Very High,3,Better,3,3,3,Excellent,No,0,0.302,Medium Risk,0
34,26–35,Female,Divorced,2,College,Medical,Research & Development,Research Director,3,Non-Travel,No,29,12169,Very High,24,3,3,1,0–1 yr,0,0,12,9,3,High,2,Medium,3,Better,4,4,3,Excellent,No,0,0.231,Low Risk,0
47,46–60,Female,Married,3,Bachelor,Medical,Sales,Sales Representative,2,Travel_Rarely,No,6,4198,Medium,12,0,2,12,8–15 yr,4,2,23,8,3,High,4,Very High,3,Better,4,4,3,Excellent,No,0,0.105,Low Risk,0
37,36–45,Female,Single,2,College,Other,Sales,Sales Representative,1,Travel_Rarely,No,8,3484,Medium,23,0,3,1,0–1 yr,0,0,11,4,4,Very High,4,Very High,4,Best,3,3,3,Excellent,No,0,0.358,Medium Risk,0
33,26–35,Male,Divorced,2,College,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,3,10233,Very High,23,0,1,3,2–3 yr,1,0,15,7,2,Medium,3,High,2,Good,3,4,3,Excellent,No,0,0.368,Medium Risk,1
31,26–35,Female,Single,1,Below College,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,No,10,7593,High,14,0,3,1,0–1 yr,0,0,1,9,4,Very High,1,Low,3,Better,2,4,4,Outstanding,No,0,0.189,Low Risk,0
33,26–35,Male,Married,1,Below College,Medical,Sales,Manager,2,Travel_Frequently,No,5,6112,High,18,3,2,8,8–15 yr,2,0,11,3,3,High,4,Very High,2,Good,3,4,3,Excellent,No,0,0.116,Low Risk,0
32,26–35,Male,Married,5,Doctor,Technical Degree,Sales,Sales Representative,2,Travel_Rarely,No,1,2709,Low,24,0,1,3,2–3 yr,1,0,15,1,4,Very High,1,Low,4,Best,4,3,3,Excellent,No,0,0.101,Low Risk,0
37,36–45,Male,Married,2,College,Other,Research & Development,Research Director,5,Travel_Rarely,No,7,11040,Very High,13,1,4,2,2–3 yr,1,0,8,3,3,High,3,High,2,Good,2,4,3,Excellent,No,0,0.161,Low Risk,0
37,36–45,Female,Single,3,Bachelor,Medical,Sales,Sales Representative,2,Non-Travel,No,14,3088,Medium,24,0,1,2,2–3 yr,1,0,8,3,2,Medium,3,High,3,Better,1,3,4,Outstanding,No,0,0.46,Medium Risk,0
36,36–45,Female,Divorced,4,Master,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,No,2,2787,Low,17,0,3,11,8–15 yr,3,1,22,8,3,High,4,Very High,2,Good,4,1,3,Excellent,No,0,0.133,Low Risk,0
39,36–45,Female,Divorced,3,Bachelor,Human Resources,Research & Development,Research Scientist,2,Travel_Rarely,No,1,4132,Medium,22,0,3,4,4–7 yr,2,0,16,9,3,High,2,Medium,3,Better,2,2,4,Outstanding,No,0,0.046,Low Risk,0
45,36–45,Female,Married,2,College,Life Sciences,Research & Development,Research Scientist,2,Travel_Frequently,Yes,7,3666,Medium,17,0,5,7,4–7 yr,2,0,11,5,2,Medium,4,Very High,2,Good,2,2,3,Excellent,No,0,0.5,Medium Risk,1
43,36–45,Male,Single,4,Master,Medical,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes,13,5278,Medium,24,1,1,13,8–15 yr,10,7,24,9,4,Very High,1,Low,3,Better,4,2,4,Outstanding,No,0,0.191,Low Risk,1
24,18–25,Male,Single,3,Bachelor,Life Sciences,Sales,Sales Representative,4,Travel_Rarely,Yes,2,3347,Medium,25,3,3,13,8–15 yr,10,1,18,5,3,High,3,High,3,Better,2,1,3,Excellent,No,0,0.24,Low Risk,1
18,18–25,Male,Single,4,Master,Life Sciences,Research & Development,Manufacturing Director,2,Non-Travel,No,21,7937,High,12,1,2,2,2–3 yr,1,0,3,4,4,Very High,3,High,4,Best,2,4,4,Outstanding,No,0,0.233,Low Risk,0
